Transaction_ID,Customer_ID,Brand,Purchase_Amount,Cashback,Payment_Method,Transaction_Count,Fraud
T217284,C106553,PVR,6153,301,Debit Card,1,0
T217285,C118439,MakeMyTrip,8575,100,Credit Card,1,0
T217286,C119305,Myntra,9520,188,UPI,1,1
T217287,C115479,Zomato,1431,271,Credit Card,2,0
T217288,C115813,Flipkart,1594,305,Debit Card,2,0
T217289,C119033,MakeMyTrip,6255,168,Debit Card,6,0
T217290,C107914,Myntra,1019,59,Debit Card,2,0
T217291,C103361,Myntra,123,168,Credit Card,1,0
T217292,C101963,Swiggy,6184,222,Debit Card,2,0
T217293,C102394,PVR,6096,169,Credit Card,1,0
T217294,C108529,Swiggy,8428,467,UPI,2,0
T217295,C112415,Swiggy,4548,377,UPI,1,0
T217296,C124001,MakeMyTrip,9734,106,UPI,2,1
T217297,C121400,Ajio,6006,43,UPI,2,0
T217298,C115535,Ajio,9791,174,Credit Card,1,1
T217299,C107176,Ajio,3300,163,Debit Card,3,0
T217300,C116015,Uber,3790,330,Credit Card,3,0
T217301,C108644,Nykaa,4425,185,Credit Card,4,0
T217302,C106770,Uber,3552,194,UPI,2,0
T217303,C116152,PVR,2465,410,Credit Card,1,0
T217304,C111179,Nykaa,3374,178,Credit Card,1,0
T217305,C115062,Swiggy,1016,473,Debit Card,3,0
T217306,C100387,MakeMyTrip,9700,424,UPI,1,1
T217307,C100862,Ajio,6487,163,UPI,1,0
T217308,C103883,Flipkart,8568,168,Net Banking,1,0
T217309,C110951,Swiggy,106,468,Debit Card,2,0
T217310,C122117,MakeMyTrip,5785,414,UPI,1,0
T217311,C112654,Amazon,3746,8,Credit Card,3,0
T217312,C109256,Amazon,8238,69,Debit Card,3,0
T217313,C120240,Nykaa,919,66,UPI,1,0
T217314,C110364,Flipkart,8945,266,UPI,2,0
T217315,C123492,Flipkart,3529,313,Credit Card,1,0
T217316,C106418,Swiggy,7415,433,UPI,1,0
T217317,C117295,Uber,4161,168,Debit Card,4,0
T217318,C118236,Ajio,6601,1,Net Banking,2,0
T217319,C109857,Swiggy,1407,121,Debit Card,1,0
T217320,C101028,Amazon,2296,456,Debit Card,2,0
T217321,C112770,Swiggy,5572,347,UPI,3,0
T217322,C106390,MakeMyTrip,4806,323,Debit Card,1,0
T217323,C114655,Amazon,7158,175,Debit Card,2,0
T217324,C104094,Flipkart,5348,453,Net Banking,2,0
T217325,C114352,Uber,3659,84,Credit Card,1,0
T217326,C124420,Ajio,5185,344,Credit Card,2,0
T217327,C108380,PVR,5732,80,Net Banking,2,0
T217328,C108278,Ajio,4962,198,UPI,1,0
T217329,C114634,Amazon,3407,360,UPI,5,0
T217330,C108785,Ajio,4199,58,Net Banking,1,0
T217331,C103748,PVR,8622,153,Net Banking,1,0
T217332,C122305,Ajio,7006,234,UPI,1,0
T217333,C104311,Ajio,8398,478,Debit Card,1,0
T217334,C104602,Nykaa,6131,175,Debit Card,1,0
T217335,C113895,Ajio,3252,170,Debit Card,2,0
T217336,C105627,Swiggy,7813,114,UPI,2,0
T217337,C118154,Uber,3747,92,Credit Card,2,0
T217338,C106043,Myntra,3319,492,Net Banking,1,0
T217339,C119385,Amazon,5163,124,UPI,3,0
T217340,C103613,PVR,8586,427,Debit Card,2,0
T217341,C118235,Ajio,6701,354,Net Banking,2,0
T217342,C112469,Uber,9429,295,Credit Card,2,0
T217343,C122963,Nykaa,3211,408,Debit Card,1,0
T217344,C118736,Amazon,8199,470,UPI,1,0
T217345,C108025,Swiggy,1848,65,Net Banking,2,0
T217346,C119508,PVR,2316,207,UPI,2,0
T217347,C124869,PVR,7138,313,Credit Card,6,0
T217348,C114150,MakeMyTrip,2438,496,Credit Card,1,0
T217349,C100003,Uber,2048,419,Credit Card,1,0
T217350,C109520,PVR,3743,43,Credit Card,3,0
T217351,C124728,PVR,9398,424,UPI,1,0
T217352,C103668,Amazon,9538,462,Credit Card,1,1
T217353,C121567,Flipkart,8194,461,Net Banking,2,0
T217354,C106167,Nykaa,7412,167,Credit Card,2,0
T217355,C110291,PVR,7421,263,Net Banking,2,0
T217356,C110418,Amazon,5151,16,Credit Card,1,0
T217357,C105361,MakeMyTrip,1830,46,UPI,4,0
T217358,C117265,Zomato,7285,493,Debit Card,3,0
T217359,C116710,Zomato,1311,236,UPI,3,0
T217360,C116408,MakeMyTrip,9745,435,UPI,2,1
T217361,C101005,Amazon,8729,367,Debit Card,2,0
T217362,C108843,Zomato,7112,11,Credit Card,1,0
T217363,C121011,Swiggy,1926,461,Credit Card,1,0
T217364,C116565,Ajio,9819,164,Credit Card,2,1
T217365,C116267,Uber,2118,238,Debit Card,4,0
T217366,C114747,Ajio,7942,223,Credit Card,2,0
T217367,C117073,Flipkart,5696,463,Debit Card,2,0
T217368,C100786,Ajio,4328,359,Credit Card,2,0
T217369,C102035,Ajio,4544,286,Debit Card,4,0
T217370,C114261,Uber,8086,410,UPI,2,0
T217371,C105181,Zomato,4796,105,Credit Card,2,0
T217372,C114706,Nykaa,3800,34,Net Banking,4,0
T217373,C102652,Zomato,1673,288,Credit Card,3,0
T217374,C116040,Ajio,2242,135,UPI,2,0
T217375,C103042,Swiggy,7907,79,Debit Card,1,0
T217376,C108527,Amazon,4781,456,Debit Card,1,0
T217377,C118088,Ajio,440,235,Debit Card,3,0
T217378,C114673,Swiggy,5771,310,Debit Card,3,0
T217379,C103044,Ajio,5761,376,Credit Card,2,0
T217380,C113790,Swiggy,4688,370,Credit Card,3,0
T217381,C112203,MakeMyTrip,2198,94,Net Banking,4,0
T217382,C103070,Nykaa,207,365,UPI,3,0
T217383,C108505,Ajio,7419,293,Net Banking,1,0
T217384,C122666,Ajio,8299,208,Credit Card,1,0
T217385,C105526,Ajio,162,8,UPI,1,0
T217386,C123894,Uber,5287,218,UPI,2,0
T217387,C108459,Uber,2119,54,Net Banking,2,0
T217388,C101474,MakeMyTrip,5861,10,UPI,1,0
T217389,C123891,Amazon,3961,421,Debit Card,1,0
T217390,C121974,PVR,3170,140,UPI,3,0
T217391,C121794,Ajio,5514,128,Debit Card,2,0
T217392,C103680,Ajio,3228,132,UPI,2,0
T217393,C112225,Amazon,5288,219,Debit Card,3,0
T217394,C123551,Uber,8356,495,UPI,1,0
T217395,C118859,Amazon,8765,49,Credit Card,2,0
T217396,C105300,Uber,4794,301,Credit Card,2,0
T217397,C103306,Nykaa,7500,290,Debit Card,1,0
T217398,C118212,Amazon,566,121,Net Banking,1,0
T217399,C109495,Myntra,6352,399,Credit Card,1,0
T217400,C111992,Myntra,6182,270,Credit Card,2,0
T217401,C118564,Amazon,7379,419,Net Banking,1,0
T217402,C117609,Myntra,8478,16,Net Banking,2,0
T217403,C113212,Swiggy,6844,127,Net Banking,2,0
T217404,C117714,Uber,8767,15,UPI,2,0
T217405,C112654,Myntra,2816,323,Net Banking,3,0
T217406,C103655,PVR,8718,345,Net Banking,4,0
T217407,C115633,Flipkart,1222,453,Net Banking,1,0
T217408,C100375,Uber,212,427,Debit Card,2,0
T217409,C101656,Nykaa,5356,326,UPI,1,0
T217410,C103431,Uber,5661,428,Credit Card,3,0
T217411,C106300,Zomato,2611,282,Credit Card,1,0
T217412,C119705,Uber,8258,73,Debit Card,1,0
T217413,C122860,Flipkart,7346,89,UPI,3,0
T217414,C101312,Flipkart,9782,424,Net Banking,1,1
T217415,C101064,Myntra,6225,460,Debit Card,1,0
T217416,C100768,PVR,9847,87,Debit Card,1,1
T217417,C101086,Zomato,4426,231,Debit Card,2,0
T217418,C102536,Zomato,985,480,UPI,2,0
T217419,C114969,PVR,9268,456,Credit Card,2,0
T217420,C110833,Nykaa,6518,110,UPI,2,0
T217421,C116407,MakeMyTrip,3918,431,Credit Card,1,0
T217422,C120061,Myntra,8839,31,Net Banking,2,0
T217423,C116894,Amazon,9752,387,Debit Card,1,1
T217424,C103637,Uber,6600,222,Net Banking,1,0
T217425,C105125,PVR,1032,419,UPI,3,0
T217426,C117122,Amazon,7553,499,Credit Card,3,0
T217427,C119897,Nykaa,7605,241,UPI,2,0
T217428,C112248,MakeMyTrip,9088,178,UPI,4,0
T217429,C101271,Uber,9549,457,UPI,1,1
T217430,C115505,PVR,9660,350,Debit Card,1,1
T217431,C102884,Nykaa,4396,334,Debit Card,1,0
T217432,C124394,Flipkart,9095,408,Credit Card,4,0
T217433,C101581,Myntra,3398,201,Credit Card,2,0
T217434,C124944,Swiggy,2201,380,Credit Card,2,0
T217435,C107287,Uber,8103,22,Debit Card,2,0
T217436,C114178,Zomato,5898,164,Debit Card,3,0
T217437,C107597,Zomato,3692,95,Credit Card,2,0
T217438,C113961,Flipkart,7642,348,Net Banking,1,0
T217439,C104433,Flipkart,3925,290,Net Banking,3,0
T217440,C101814,Zomato,8700,496,Credit Card,1,0
T217441,C110276,Myntra,1841,421,Debit Card,2,0
T217442,C100087,Uber,4150,484,Net Banking,2,0
T217443,C100159,Myntra,9426,163,UPI,2,0
T217444,C104768,Ajio,4092,129,Credit Card,2,0
T217445,C114056,Flipkart,9876,237,Credit Card,1,1
T217446,C104011,MakeMyTrip,6434,332,UPI,2,0
T217447,C116357,Flipkart,668,53,Net Banking,1,0
T217448,C106215,PVR,3621,4,UPI,2,0
T217449,C112460,Amazon,1624,129,Debit Card,2,0
T217450,C100654,Ajio,2650,303,Credit Card,5,0
T217451,C117893,Zomato,6350,295,Credit Card,2,0
T217452,C104774,Swiggy,9958,448,UPI,1,1
T217453,C109247,Uber,1356,33,UPI,2,0
T217454,C117130,PVR,3969,155,Debit Card,1,0
T217455,C122887,Flipkart,3910,346,UPI,1,0
T217456,C103944,MakeMyTrip,9955,414,Debit Card,1,1
T217457,C120419,MakeMyTrip,1150,491,Credit Card,3,0
T217458,C121901,MakeMyTrip,9376,298,Credit Card,3,0
T217459,C103085,Swiggy,7074,454,Credit Card,4,0
T217460,C111570,Amazon,2230,212,Debit Card,3,0
T217461,C117961,Myntra,4953,470,Debit Card,1,0
T217462,C100361,PVR,7412,186,UPI,1,0
T217463,C124140,MakeMyTrip,1351,231,Net Banking,1,0
T217464,C107729,Amazon,7416,377,Net Banking,4,0
T217465,C113854,Amazon,1949,326,Credit Card,1,0
T217466,C118449,Amazon,9139,250,Credit Card,3,0
T217467,C110963,Nykaa,5492,264,UPI,2,0
T217468,C121527,Zomato,5599,426,UPI,2,0
T217469,C118570,Ajio,5105,19,UPI,2,0
T217470,C109109,Uber,3020,20,Debit Card,3,0
T217471,C100050,Swiggy,6115,66,UPI,1,0
T217472,C119107,Nykaa,1238,383,Credit Card,3,0
T217473,C120175,Nykaa,5723,111,UPI,1,0
T217474,C106594,Swiggy,4261,60,UPI,4,0
T217475,C112301,Flipkart,3142,423,Debit Card,2,0
T217476,C119436,Myntra,5383,442,Credit Card,2,0
T217477,C108040,Myntra,8781,125,Net Banking,2,0
T217478,C121842,Uber,6511,305,UPI,3,0
T217479,C116266,Ajio,6221,179,Debit Card,3,0
T217480,C107404,Swiggy,6828,489,Credit Card,4,0
T217481,C108077,Amazon,9879,283,UPI,1,1
T217482,C120673,Zomato,3559,391,Net Banking,2,0
T217483,C113803,Swiggy,3245,122,UPI,3,0
T217484,C100364,Zomato,7980,308,Debit Card,1,0
T217485,C120301,MakeMyTrip,7360,323,Debit Card,4,0
T217486,C113175,Myntra,4175,286,Credit Card,2,0
T217487,C118969,Amazon,2109,26,UPI,1,0
T217488,C104684,Nykaa,6335,387,Debit Card,1,0
T217489,C111282,Swiggy,5271,378,Debit Card,2,0
T217490,C107245,MakeMyTrip,4987,299,UPI,1,0
T217491,C107465,Ajio,4440,164,Debit Card,2,0
T217492,C117513,PVR,7657,412,UPI,1,0
T217493,C119416,Myntra,518,297,Credit Card,2,0
T217494,C111018,PVR,5260,70,Net Banking,2,0
T217495,C117065,Nykaa,8775,429,Debit Card,2,0
T217496,C123335,Uber,8896,381,Net Banking,1,0
T217497,C113941,Uber,9169,2,Credit Card,1,0
T217498,C102479,Nykaa,6065,283,Net Banking,3,0
T217499,C102912,Ajio,3705,313,Debit Card,2,0
T217500,C120069,Ajio,5631,466,Net Banking,1,0
T217501,C112972,Amazon,7602,180,UPI,1,0
T217502,C122614,Zomato,1897,261,Credit Card,3,0
T217503,C121521,Ajio,9939,308,Credit Card,2,1
T217504,C113424,Swiggy,6769,194,Credit Card,1,0
T217505,C123483,Zomato,4815,288,Net Banking,5,0
T217506,C108776,Swiggy,8523,447,Debit Card,2,0
T217507,C123083,Flipkart,7966,258,Debit Card,1,0
T217508,C121052,Uber,1246,57,UPI,2,0
T217509,C101627,Nykaa,1177,57,UPI,1,0
T217510,C115486,Flipkart,6081,383,Credit Card,3,0
T217511,C103790,Amazon,6657,342,UPI,2,0
T217512,C103034,Ajio,4196,395,Debit Card,5,0
T217513,C123926,Ajio,5675,227,Net Banking,2,0
T217514,C124695,Uber,1544,69,UPI,2,0
T217515,C124063,Flipkart,6192,50,Net Banking,2,0
T217516,C107302,Amazon,5136,484,Credit Card,2,0
T217517,C115997,PVR,1403,26,UPI,1,0
T217518,C119627,Ajio,3385,353,Net Banking,2,0
T217519,C123416,Flipkart,2148,418,UPI,2,0
T217520,C107119,PVR,359,58,Credit Card,2,0
T217521,C109823,PVR,2103,258,Net Banking,3,0
T217522,C106734,Amazon,2349,354,Debit Card,4,0
T217523,C111065,Ajio,7764,238,Net Banking,1,0
T217524,C110289,MakeMyTrip,4532,459,Debit Card,1,0
T217525,C107837,MakeMyTrip,7387,131,Credit Card,2,0
T217526,C109085,Nykaa,5134,399,Credit Card,1,0
T217527,C102374,Amazon,5429,16,Credit Card,1,0
T217528,C123575,Swiggy,4960,70,Credit Card,4,0
T217529,C102512,Amazon,3014,205,UPI,1,0
T217530,C115696,Flipkart,9567,197,Net Banking,3,1
T217531,C119558,Uber,719,59,UPI,2,0
T217532,C121508,PVR,8316,1,UPI,2,0
T217533,C112032,Ajio,2711,357,Debit Card,3,0
T217534,C105880,Uber,4893,78,Credit Card,3,0
T217535,C124497,Myntra,3612,225,Credit Card,2,0
T217536,C107466,Amazon,9641,430,Debit Card,3,1
T217537,C103796,Nykaa,9253,103,Credit Card,2,0
T217538,C116508,PVR,4267,223,Credit Card,4,0
T217539,C118589,Swiggy,9287,322,UPI,3,0
T217540,C106467,Ajio,1937,370,Net Banking,3,0
T217541,C108900,MakeMyTrip,8993,83,Credit Card,3,0
T217542,C109620,Amazon,7629,231,Credit Card,1,0
T217543,C112051,Amazon,9178,386,Debit Card,2,0
T217544,C101427,Swiggy,4152,243,Credit Card,3,0
T217545,C100292,Nykaa,4028,397,Credit Card,2,0
T217546,C123888,Nykaa,5698,218,Net Banking,1,0
T217547,C124392,Uber,4660,479,Debit Card,2,0
T217548,C110207,Zomato,4259,476,Debit Card,3,0
T217549,C102544,Nykaa,9089,399,Net Banking,3,0
T217550,C119606,Ajio,9238,328,Credit Card,1,0
T217551,C118643,Ajio,8377,237,Credit Card,1,0
T217552,C123304,Amazon,8328,65,Credit Card,1,0
T217553,C123769,Flipkart,1459,358,Debit Card,1,0
T217554,C101246,PVR,3993,46,UPI,1,0
T217555,C111985,Zomato,5783,92,UPI,1,0
T217556,C112500,Ajio,3593,224,UPI,2,0
T217557,C113402,Amazon,7879,51,Credit Card,1,0
T217558,C104121,Ajio,8838,371,UPI,2,0
T217559,C107357,Uber,9424,94,Net Banking,2,0
T217560,C101081,Ajio,238,367,Debit Card,2,0
T217561,C121099,Amazon,1397,161,Credit Card,1,0
T217562,C103102,MakeMyTrip,8617,369,Credit Card,2,0
T217563,C120690,PVR,7439,165,Net Banking,2,0
T217564,C101127,Uber,828,467,Credit Card,1,0
T217565,C122124,Myntra,902,72,Debit Card,1,0
T217566,C114019,Flipkart,2754,403,UPI,1,0
T217567,C117012,Nykaa,1985,255,Debit Card,5,0
T217568,C115652,Amazon,5268,290,Debit Card,3,0
T217569,C119517,Ajio,9016,183,Net Banking,3,0
T217570,C110950,Swiggy,9402,29,Credit Card,1,0
T217571,C115415,Zomato,3181,443,Credit Card,2,0
T217572,C103311,Flipkart,7967,382,Debit Card,4,0
T217573,C121897,MakeMyTrip,131,387,UPI,2,0
T217574,C110026,Uber,7493,485,Debit Card,1,0
T217575,C111452,Flipkart,5276,428,Debit Card,2,0
T217576,C108183,Nykaa,2726,345,Net Banking,2,0
T217577,C124556,Zomato,3451,45,Credit Card,4,0
T217578,C107889,Uber,1278,314,UPI,3,0
T217579,C103184,Zomato,8630,296,Credit Card,1,0
T217580,C114728,Swiggy,3538,124,Debit Card,3,0
T217581,C108186,Swiggy,1151,265,Net Banking,2,0
T217582,C119528,Nykaa,4196,200,Credit Card,1,0
T217583,C101757,Uber,2505,299,Debit Card,2,0
T217584,C123693,MakeMyTrip,7266,455,UPI,2,0
T217585,C104892,Ajio,1066,238,UPI,1,0
T217586,C108330,Flipkart,2943,13,Net Banking,2,0
T217587,C107566,Amazon,2149,239,Credit Card,3,0
T217588,C117421,Ajio,3496,499,UPI,3,0
T217589,C113950,Amazon,9633,97,UPI,2,1
T217590,C105122,Uber,4330,361,Net Banking,2,0
T217591,C101675,PVR,1119,160,Credit Card,4,0
T217592,C115673,Ajio,9963,405,Credit Card,4,1
T217593,C102829,Flipkart,5646,85,Net Banking,2,0
T217594,C121800,MakeMyTrip,3860,435,Net Banking,1,0
T217595,C102832,MakeMyTrip,4307,480,Net Banking,3,0
T217596,C122255,Swiggy,7359,16,Net Banking,1,0
T217597,C113153,Swiggy,6155,176,UPI,2,0
T217598,C117629,Myntra,3297,304,Net Banking,3,0
T217599,C123126,Myntra,5923,57,Net Banking,1,0
T217600,C107587,Zomato,9169,325,UPI,2,0
T217601,C110008,Zomato,5150,228,Debit Card,3,0
T217602,C114581,MakeMyTrip,6329,279,UPI,2,0
T217603,C117183,Uber,8444,85,Debit Card,3,0
T217604,C102984,Swiggy,1284,183,Net Banking,4,0
T217605,C122991,MakeMyTrip,708,280,UPI,2,0
T217606,C101247,Nykaa,1488,454,UPI,5,0
T217607,C110538,MakeMyTrip,2276,4,Credit Card,4,0
T217608,C110185,Uber,8650,266,UPI,1,0
T217609,C109272,Flipkart,239,140,Credit Card,1,0
T217610,C110913,Flipkart,1914,42,Debit Card,3,0
T217611,C103710,Ajio,1319,30,UPI,3,0
T217612,C107328,Ajio,5449,257,Debit Card,3,0
T217613,C113624,MakeMyTrip,4803,147,Debit Card,3,0
T217614,C115352,MakeMyTrip,3646,241,Net Banking,1,0
T217615,C114235,MakeMyTrip,5406,165,Credit Card,2,0
T217616,C122578,Ajio,1503,150,UPI,2,0
T217617,C100999,Nykaa,1374,383,Net Banking,2,0
T217618,C114465,Myntra,2852,2,Debit Card,3,0
T217619,C108866,Flipkart,9455,322,Credit Card,2,0
T217620,C124623,Ajio,8234,295,UPI,2,0
T217621,C119718,Uber,2582,106,Net Banking,1,0
T217622,C104556,Ajio,5171,211,Net Banking,2,0
T217623,C103138,MakeMyTrip,3647,103,UPI,2,0
T217624,C101350,MakeMyTrip,9365,135,Credit Card,1,0
T217625,C102493,Amazon,3611,351,UPI,3,0
T217626,C124811,MakeMyTrip,2210,18,Credit Card,3,0
T217627,C114682,PVR,1229,1,UPI,2,0
T217628,C113973,Myntra,3299,65,Credit Card,4,0
T217629,C101089,Amazon,236,82,UPI,2,0
T217630,C108239,Amazon,1032,166,Debit Card,2,0
T217631,C107607,Nykaa,3385,67,Debit Card,2,0
T217632,C110659,Ajio,4757,18,Net Banking,2,0
T217633,C105655,Zomato,4314,406,UPI,2,0
T217634,C103743,Zomato,7594,392,Net Banking,2,0
T217635,C105973,Uber,5199,253,Credit Card,1,0
T217636,C106597,Myntra,4669,294,Net Banking,1,0
T217637,C101010,MakeMyTrip,264,74,Net Banking,2,0
T217638,C115958,MakeMyTrip,7721,131,Debit Card,2,0
T217639,C122445,Flipkart,446,492,Credit Card,2,0
T217640,C100461,Amazon,7678,17,Debit Card,3,0
T217641,C104150,Flipkart,3840,7,Net Banking,1,0
T217642,C114708,Flipkart,4928,229,Net Banking,1,0
T217643,C112202,Swiggy,3129,254,UPI,5,0
T217644,C114397,Amazon,810,470,Debit Card,1,0
T217645,C117093,PVR,1068,239,Debit Card,3,0
T217646,C106805,Nykaa,5749,105,Debit Card,1,0
T217647,C106635,Amazon,566,395,Net Banking,1,0
T217648,C122093,Zomato,2118,48,Net Banking,2,0
T217649,C115384,PVR,4134,19,Net Banking,2,0
T217650,C124026,Amazon,5219,157,UPI,2,0
T217651,C105564,Flipkart,4174,412,Credit Card,2,0
T217652,C105797,Uber,6787,156,UPI,1,0
T217653,C118866,MakeMyTrip,7211,189,Net Banking,3,0
T217654,C117229,Flipkart,8604,36,UPI,2,0
T217655,C107252,Zomato,1203,152,UPI,2,0
T217656,C113776,Ajio,6113,364,Net Banking,1,0
T217657,C119917,PVR,4876,439,Net Banking,1,0
T217658,C111872,Uber,5826,75,UPI,1,0
T217659,C110681,PVR,3627,159,UPI,2,0
T217660,C123816,Ajio,9574,121,Credit Card,3,1
T217661,C114569,Flipkart,9059,264,UPI,2,0
T217662,C102001,Flipkart,6746,48,Credit Card,2,0
T217663,C124441,Amazon,3656,402,Net Banking,2,0
T217664,C113104,Nykaa,4657,224,Net Banking,1,0
T217665,C117899,Swiggy,486,296,Debit Card,1,0
T217666,C124796,Zomato,8808,479,Debit Card,2,0
T217667,C107108,Swiggy,9516,268,Net Banking,1,1
T217668,C109047,Myntra,8552,308,Debit Card,1,0
T217669,C105172,Ajio,4874,348,UPI,2,0
T217670,C114217,PVR,3105,435,UPI,1,0
T217671,C106401,Nykaa,1426,376,Credit Card,1,0
T217672,C107711,Zomato,8088,442,Credit Card,2,0
T217673,C107616,MakeMyTrip,2901,123,UPI,1,0
T217674,C123647,Zomato,3990,123,UPI,2,0
T217675,C103729,Myntra,8266,264,Credit Card,3,0
T217676,C103855,Zomato,1977,275,Credit Card,1,0
T217677,C119215,Uber,4355,408,Debit Card,1,0
T217678,C106564,Nykaa,7534,158,UPI,2,0
T217679,C120790,Nykaa,9085,160,Debit Card,1,0
T217680,C102741,Ajio,2755,252,Debit Card,2,0
T217681,C113650,Uber,8371,370,Credit Card,1,0
T217682,C123847,PVR,3071,395,Debit Card,2,0
T217683,C116626,Uber,2406,79,Credit Card,1,0
T217684,C104327,PVR,823,386,Debit Card,3,0
T217685,C105202,PVR,5669,74,UPI,1,0
T217686,C119588,PVR,6616,450,UPI,1,0
T217687,C102068,PVR,1388,28,Net Banking,3,0
T217688,C100566,Amazon,8789,395,Debit Card,1,0
T217689,C113203,MakeMyTrip,6786,124,Net Banking,4,0
T217690,C113689,Nykaa,7719,283,Net Banking,4,0
T217691,C111217,MakeMyTrip,9080,351,Credit Card,1,0
T217692,C100534,PVR,6698,107,Credit Card,4,0
T217693,C119410,Uber,8718,328,Debit Card,2,0
T217694,C124841,Flipkart,9952,299,UPI,1,1
T217695,C101021,Uber,4489,391,UPI,1,0
T217696,C102545,Ajio,1111,153,Credit Card,1,0
T217697,C115279,PVR,9120,273,Net Banking,4,0
T217698,C117252,Zomato,8770,58,Credit Card,3,0
T217699,C107340,Uber,1964,212,Credit Card,2,0
T217700,C120513,Zomato,5176,431,UPI,1,0
T217701,C114780,Uber,640,404,Debit Card,1,0
T217702,C116191,Nykaa,6763,322,Credit Card,1,0
T217703,C107676,Myntra,5713,66,UPI,2,0
T217704,C112202,Flipkart,9157,218,Credit Card,5,0
T217705,C108555,Myntra,4891,412,UPI,3,0
T217706,C122591,Flipkart,9509,206,Credit Card,3,1
T217707,C106823,PVR,2235,142,Debit Card,2,0
T217708,C110350,MakeMyTrip,7365,119,UPI,2,0
T217709,C105070,Flipkart,4631,15,Net Banking,5,0
T217710,C100917,PVR,5386,208,Credit Card,2,0
T217711,C103728,Nykaa,2960,109,Net Banking,2,0
T217712,C100297,Amazon,7014,122,Debit Card,1,0
T217713,C112806,Nykaa,2549,103,UPI,2,0
T217714,C120415,Zomato,2055,355,Debit Card,1,0
T217715,C112531,PVR,4677,314,UPI,1,0
T217716,C113491,Zomato,7313,452,Net Banking,4,0
T217717,C110136,Flipkart,4289,19,Credit Card,1,0
T217718,C105577,Amazon,6008,253,Net Banking,2,0
T217719,C123222,Zomato,1619,100,Credit Card,3,0
T217720,C113105,Uber,6335,482,Net Banking,3,0
T217721,C119117,Zomato,5637,303,Credit Card,2,0
T217722,C116143,PVR,9756,291,Net Banking,2,1
T217723,C118602,Nykaa,5592,134,Debit Card,1,0
T217724,C114972,Swiggy,3752,328,UPI,3,0
T217725,C101337,MakeMyTrip,4099,43,UPI,2,0
T217726,C107837,Ajio,1719,152,UPI,2,0
T217727,C120912,Zomato,3683,99,Net Banking,2,0
T217728,C122340,Zomato,1505,30,Credit Card,3,0
T217729,C117958,PVR,5197,171,Net Banking,2,0
T217730,C102149,Amazon,2194,476,UPI,2,0
T217731,C111647,Swiggy,2304,400,UPI,3,0
T217732,C121203,Nykaa,6787,251,Debit Card,2,0
T217733,C106822,Zomato,2600,21,Net Banking,1,0
T217734,C107940,Uber,9960,481,Credit Card,2,1
T217735,C106022,Uber,1192,71,Debit Card,2,0
T217736,C116462,Myntra,947,11,Net Banking,2,0
T217737,C110321,PVR,9746,475,UPI,1,1
T217738,C107908,Ajio,5026,34,Debit Card,2,0
T217739,C100234,Nykaa,1431,479,Net Banking,1,0
T217740,C105014,Myntra,6113,497,Credit Card,2,0
T217741,C101495,Uber,5249,123,Debit Card,3,0
T217742,C118648,Nykaa,2825,415,Credit Card,2,0
T217743,C121203,Zomato,6295,411,Net Banking,2,0
T217744,C113741,Amazon,1579,455,Debit Card,1,0
T217745,C122055,Myntra,2057,45,Net Banking,1,0
T217746,C104199,Flipkart,6538,92,Debit Card,3,0
T217747,C106849,MakeMyTrip,1431,396,Credit Card,2,0
T217748,C109007,MakeMyTrip,3950,165,Credit Card,2,0
T217749,C120912,MakeMyTrip,9926,323,Credit Card,2,1
T217750,C106009,PVR,7799,380,Net Banking,1,0
T217751,C103757,PVR,5028,429,Debit Card,2,0
T217752,C115882,Flipkart,4213,90,Net Banking,1,0
T217753,C107361,PVR,5015,312,UPI,2,0
T217754,C121742,Swiggy,7889,306,Debit Card,1,0
T217755,C121180,MakeMyTrip,3584,241,Debit Card,4,0
T217756,C104377,Nykaa,7810,434,UPI,4,0
T217757,C109602,Myntra,6617,289,Net Banking,2,0
T217758,C113713,Ajio,4796,184,Debit Card,3,0
T217759,C115891,Myntra,1892,412,UPI,1,0
T217760,C112346,Nykaa,4841,86,Credit Card,1,0
T217761,C122223,MakeMyTrip,2420,147,Debit Card,2,0
T217762,C120968,MakeMyTrip,1188,364,Debit Card,1,0
T217763,C100214,Nykaa,6238,461,Credit Card,3,0
T217764,C110225,MakeMyTrip,9716,89,Net Banking,3,1
T217765,C108841,Ajio,9301,196,Net Banking,2,0
T217766,C118901,Flipkart,1813,374,Credit Card,2,0
T217767,C113907,Nykaa,5118,39,Credit Card,4,0
T217768,C122512,Uber,7574,138,Net Banking,1,0
T217769,C114025,Amazon,4657,106,UPI,3,0
T217770,C102329,Ajio,4640,495,Credit Card,2,0
T217771,C120400,Nykaa,8578,345,Credit Card,2,0
T217772,C124533,Uber,349,390,Credit Card,3,0
T217773,C111403,Flipkart,2790,182,Net Banking,1,0
T217774,C114662,MakeMyTrip,3456,227,UPI,1,0
T217775,C109579,Zomato,8471,428,Credit Card,2,0
T217776,C114781,Amazon,7818,354,UPI,2,0
T217777,C117937,PVR,4509,358,Credit Card,2,0
T217778,C100760,Flipkart,8519,187,Credit Card,2,0
T217779,C120271,Amazon,1612,147,Net Banking,2,0
T217780,C115230,Ajio,1592,418,Debit Card,4,0
T217781,C118859,Uber,9803,80,Debit Card,2,1
T217782,C100970,Ajio,155,85,UPI,1,0
T217783,C115179,Nykaa,7642,134,Debit Card,2,0
